report_date,region,egg_class,volume,pct_chg_last_week,package
01/01/2024,Southwest (SW),Jumbo,3.6,-20.4%,30-dozen cases in thousands
01/01/2024,South Central (SC),Jumbo,10,-0.3%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Jumbo,20.4,21.9%,30-dozen cases in thousands
01/01/2024,Southeast (SE),Jumbo,7.2,11.2%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Jumbo,5.1,-17.1%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Large,91.2,7.8%,30-dozen cases in thousands
01/01/2024,Southeast (SE),Large,177.7,4.8%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Large,194.8,20.4%,30-dozen cases in thousands
01/01/2024,South Central (SC),Large,125.5,3.6%,30-dozen cases in thousands
01/01/2024,6-Area,Jumbo,48.6,6.6%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Extra Large,25.4,15.3%,30-dozen cases in thousands
01/01/2024,Southeast (SE),Extra Large,34.9,29.6%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Extra Large,32.1,14.3%,30-dozen cases in thousands
01/01/2024,South Central (SC),Extra Large,28.6,55.5%,30-dozen cases in thousands
01/01/2024,Southwest (SW),Extra Large,19,3.4%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Total,176.2,10.1%,30-dozen cases in thousands
01/01/2024,Southeast (SE),Total,303.6,7.9%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Total,506,12.0%,30-dozen cases in thousands
01/01/2024,South Central (SC),Total,238,5.9%,30-dozen cases in thousands
01/01/2024,Southwest (SW),Total,149.1,3.7%,30-dozen cases in thousands
01/01/2024,Northwest (NW),Total,86.8,-0.5%,30-dozen cases in thousands
01/01/2024,6-Area,Total,1459.7,8.2%,30-dozen cases in thousands
01/01/2024,N/A,Breaking Stock,370.9,2.7%,30-dozen cases in thousands
01/01/2024,Southwest (SW),Organic,5.7,26.0%,30-dozen cases in thousands
01/01/2024,South Central (SC),Organic,14.1,1.6%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Organic,37.3,2.3%,30-dozen cases in thousands
01/01/2024,Southeast (SE),Organic,8.3,-25.9%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Organic,19.2,6.7%,30-dozen cases in thousands
01/01/2024,6-Area,Specialty,38.5,0.0%,30-dozen cases in thousands
01/01/2024,South Central (SC),Cage-Free,19.5,-15.3%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Cage-Free,126.2,5.6%,30-dozen cases in thousands
01/01/2024,Southeast (SE),Cage-Free,17.9,-4.6%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Cage-Free,3.4,5.5%,30-dozen cases in thousands
01/01/2024,6-Area,Organic,86.6,0.9%,30-dozen cases in thousands
01/01/2024,Northwest (NW),Organic,2,11.8%,30-dozen cases in thousands
01/01/2024,6-Area,Cage-Free,315.5,2.4%,30-dozen cases in thousands
01/01/2024,Northwest (NW),Cage-Free,14.6,35.6%,30-dozen cases in thousands
01/01/2024,Southwest (SW),Cage-Free,133.9,0.8%,30-dozen cases in thousands
01/01/2024,Northwest (NW),Specialty,0.7,-0.9%,30-dozen cases in thousands
01/01/2024,Southwest (SW),Specialty,7.7,59.7%,30-dozen cases in thousands
01/01/2024,South Central (SC),Specialty,2.6,24.0%,30-dozen cases in thousands
01/01/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
01/01/2024,Southeast (SE),Specialty,17.6,-12.3%,30-dozen cases in thousands
01/01/2024,Northeast (NE),Specialty,9.9,-8.1%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Extra Large,17.2,-8.3%,30-dozen cases in thousands
02/26/2024,South Central (SC),Extra Large,23.9,-1.0%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Extra Large,35.7,19.3%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Extra Large,29.4,7.2%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Extra Large,27.8,-4.3%,30-dozen cases in thousands
02/26/2024,6-Area,Jumbo,53.5,6.1%,30-dozen cases in thousands
02/26/2024,South Central (SC),Large,139.9,2.3%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Large,180.3,7.7%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Large,186.6,7.8%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Large,82.1,-4.0%,30-dozen cases in thousands
02/26/2024,6-Area,Extra Large,138.6,3.4%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Extra Large,4.7,-4.3%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Medium,25.1,3.7%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Medium,16.1,0.4%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Medium,14.4,-10.7%,30-dozen cases in thousands
02/26/2024,6-Area,Large,723.2,5.8%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Large,66.9,17.5%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Large,67.5,5.6%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Small,0.9,-32.9%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Small,7.7,-6.2%,30-dozen cases in thousands
02/26/2024,6-Area,Medium,107.6,-0.5%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Medium,11.3,6.7%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Medium,19.2,7.3%,30-dozen cases in thousands
02/26/2024,South Central (SC),Medium,21.5,-7.6%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Ungraded,6.1,4.5%,30-dozen cases in thousands
02/26/2024,6-Area,Small,14,2.8%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Small,0.7,70.5%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Small,1.5,61.1%,30-dozen cases in thousands
02/26/2024,South Central (SC),Small,1,43.0%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Small,2.2,11.0%,30-dozen cases in thousands
02/26/2024,6-Area,Ungraded,272.9,5.3%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Ungraded,0.4,-69.8%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Ungraded,10.5,-16.8%,30-dozen cases in thousands
02/26/2024,South Central (SC),Ungraded,22.2,7.6%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Ungraded,186.1,3.3%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Ungraded,47.7,22.7%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
02/26/2024,Southwest (SW),Misc,4.1,31.9%,30-dozen cases in thousands
02/26/2024,South Central (SC),Misc,15.6,7.1%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Misc,21.8,-2.8%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Misc,12,31.4%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Misc,9.5,-12.7%,30-dozen cases in thousands
02/26/2024,6-Area,Misc,63,5.0%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Jumbo,2.2,-33.7%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Jumbo,4.6,-0.3%,30-dozen cases in thousands
02/26/2024,South Central (SC),Jumbo,6.9,-6.5%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Jumbo,15.4,11.3%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Jumbo,8.8,8.5%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Jumbo,15.6,19.2%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Organic,7.1,-7.2%,30-dozen cases in thousands
02/26/2024,South Central (SC),Organic,9.9,-18.2%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Organic,42.1,1.4%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Organic,7.9,3.6%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Organic,16.1,0.3%,30-dozen cases in thousands
02/26/2024,6-Area,Specialty,35.2,10.4%,30-dozen cases in thousands
02/26/2024,South Central (SC),Cage-Free,26.4,18.0%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Cage-Free,136.9,-1.4%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Cage-Free,21.6,8.0%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Cage-Free,4.7,47.8%,30-dozen cases in thousands
02/26/2024,6-Area,Organic,84.8,-2.3%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Organic,1.8,-2.7%,30-dozen cases in thousands
02/26/2024,6-Area,Cage-Free,317.6,2.4%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Cage-Free,17.3,-7.0%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Cage-Free,110.6,3.2%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Specialty,1.2,38.6%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Specialty,3.6,-7.5%,30-dozen cases in thousands
02/26/2024,South Central (SC),Specialty,3.5,-10.6%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
02/26/2024,Southeast (SE),Specialty,18.2,31.0%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Specialty,8.7,-6.9%,30-dozen cases in thousands
02/26/2024,Northeast (NE),Total,163.1,-3.3%,30-dozen cases in thousands
02/26/2024,N/A,Breaking Stock,316.9,4.1%,30-dozen cases in thousands
02/26/2024,6-Area,Total,1372.7,4.9%,30-dozen cases in thousands
02/26/2024,Northwest (NW),Total,86.1,11.5%,30-dozen cases in thousands
02/26/2024,Southwest (SW),Total,124.5,2.3%,30-dozen cases in thousands
02/26/2024,South Central (SC),Total,231,1.6%,30-dozen cases in thousands
02/26/2024,Midwest (MW),Total,466.5,6.1%,30-dozen cases in thousands
02/26/2024,Southeast (SE),Total,301.5,10.0%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Small,8.2,1.2%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Small,1.4,129.7%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Large,63.9,14.5%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Large,56.9,9.8%,30-dozen cases in thousands
02/19/2024,6-Area,Large,683.6,13.1%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Medium,16.1,-0.2%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Medium,16,0.0%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Medium,24.2,-4.2%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Extra Large,4.9,16.6%,30-dozen cases in thousands
02/19/2024,6-Area,Extra Large,134,2.3%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Large,85.5,2.9%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Large,173.2,14.2%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Large,167.4,19.6%,30-dozen cases in thousands
02/19/2024,South Central (SC),Large,136.8,11.9%,30-dozen cases in thousands
02/19/2024,6-Area,Jumbo,50.4,13.7%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Extra Large,29,7.7%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Extra Large,27.4,6.2%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Extra Large,29.9,-4.2%,30-dozen cases in thousands
02/19/2024,South Central (SC),Extra Large,24.1,2.6%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Extra Large,18.8,-3.2%,30-dozen cases in thousands
02/19/2024,N/A,Breaking Stock,304.5,2.6%,30-dozen cases in thousands
02/19/2024,6-Area,Total,1308.8,7.3%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Total,77.2,1.2%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Total,121.7,4.0%,30-dozen cases in thousands
02/19/2024,South Central (SC),Total,227.4,5.5%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Total,439.8,8.4%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Total,274.1,13.2%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Total,168.6,3.1%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Specialty,9.3,0.3%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Specialty,13.9,-12.9%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
02/19/2024,South Central (SC),Specialty,3.9,30.6%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Specialty,3.9,34.2%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Organic,7.6,52.5%,30-dozen cases in thousands
02/19/2024,South Central (SC),Organic,12.1,-6.9%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Organic,41.5,6.2%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Organic,7.6,-9.3%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Organic,16.1,14.1%,30-dozen cases in thousands
02/19/2024,6-Area,Specialty,31.9,-0.5%,30-dozen cases in thousands
02/19/2024,South Central (SC),Cage-Free,22.4,-2.5%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Cage-Free,138.9,15.5%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Cage-Free,20,21.7%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Cage-Free,3.2,14.8%,30-dozen cases in thousands
02/19/2024,6-Area,Organic,86.8,7.1%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Organic,1.8,27.6%,30-dozen cases in thousands
02/19/2024,6-Area,Cage-Free,310.3,6.6%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Cage-Free,18.6,-16.5%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Cage-Free,107.2,0.6%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Specialty,0.9,-4.4%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Jumbo,13.1,24.0%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Jumbo,8.1,4.5%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Jumbo,13.8,22.4%,30-dozen cases in thousands
02/19/2024,South Central (SC),Jumbo,7.4,-0.3%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Jumbo,4.6,4.7%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Jumbo,3.3,16.8%,30-dozen cases in thousands
02/19/2024,6-Area,Misc,60,-4.9%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Misc,10.9,-6.2%,30-dozen cases in thousands
02/19/2024,Southeast (SE),Misc,9.1,46.6%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Misc,22.4,-4.4%,30-dozen cases in thousands
02/19/2024,South Central (SC),Misc,14.6,-16.9%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Misc,3.1,-29.9%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
02/19/2024,Southeast (SE),Ungraded,38.9,14.4%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Ungraded,180.1,4.7%,30-dozen cases in thousands
02/19/2024,South Central (SC),Ungraded,20.6,4.4%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Ungraded,12.6,0.4%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Ungraded,1.2,-3.3%,30-dozen cases in thousands
02/19/2024,6-Area,Ungraded,259.1,5.1%,30-dozen cases in thousands
02/19/2024,Midwest (MW),Small,2,-23.0%,30-dozen cases in thousands
02/19/2024,South Central (SC),Small,0.7,-30.0%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Small,0.9,-21.3%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Small,0.4,89.0%,30-dozen cases in thousands
02/19/2024,6-Area,Small,13.6,-1.4%,30-dozen cases in thousands
02/19/2024,Northeast (NE),Ungraded,5.8,-18.5%,30-dozen cases in thousands
02/19/2024,South Central (SC),Medium,23.3,-3.7%,30-dozen cases in thousands
02/19/2024,Southwest (SW),Medium,17.9,-7.5%,30-dozen cases in thousands
02/19/2024,Northwest (NW),Medium,10.6,-34.2%,30-dozen cases in thousands
02/19/2024,6-Area,Medium,108.1,-7.7%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Misc,23.4,7.7%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Total,163.5,0.8%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Total,242.2,-2.8%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Total,405.8,7.6%,30-dozen cases in thousands
02/12/2024,South Central (SC),Total,215.6,9.0%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Total,117,-16.2%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Total,76.3,7.4%,30-dozen cases in thousands
02/12/2024,6-Area,Total,1220.3,2.0%,30-dozen cases in thousands
02/12/2024,N/A,Breaking Stock,296.7,-5.3%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Misc,6.2,-33.1%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Misc,11.6,-13.0%,30-dozen cases in thousands
02/12/2024,6-Area,Misc,63.1,-2.3%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Jumbo,2.8,11.2%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Jumbo,4.4,-17.3%,30-dozen cases in thousands
02/12/2024,South Central (SC),Jumbo,7.4,-8.9%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Jumbo,11.3,-20.7%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Jumbo,7.8,16.6%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Jumbo,10.6,10.8%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Specialty,9.3,2.2%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Specialty,16,-3.7%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
02/12/2024,South Central (SC),Specialty,3,-4.7%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Specialty,2.9,-10.6%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Specialty,0.9,6.3%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Cage-Free,106.6,-15.2%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Cage-Free,22.3,6.3%,30-dozen cases in thousands
02/12/2024,6-Area,Cage-Free,291.2,-4.6%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Organic,1.4,0.6%,30-dozen cases in thousands
02/12/2024,6-Area,Organic,81,-0.4%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Cage-Free,2.8,4.0%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Cage-Free,16.4,1.7%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Cage-Free,120.2,3.0%,30-dozen cases in thousands
02/12/2024,South Central (SC),Cage-Free,23,-1.4%,30-dozen cases in thousands
02/12/2024,6-Area,Specialty,32.1,-2.3%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Organic,14.1,0.4%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Organic,8.4,5.6%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Organic,39.1,1.2%,30-dozen cases in thousands
02/12/2024,South Central (SC),Organic,13,15.2%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Organic,5,-36.6%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Extra Large,19.4,12.7%,30-dozen cases in thousands
02/12/2024,South Central (SC),Extra Large,23.5,5.4%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Extra Large,31.2,38.2%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Extra Large,25.8,0.2%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Extra Large,26.9,11.2%,30-dozen cases in thousands
02/12/2024,6-Area,Jumbo,44.3,-4.5%,30-dozen cases in thousands
02/12/2024,South Central (SC),Large,122.2,9.4%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Large,139.9,12.9%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Large,151.7,-2.0%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Large,83.1,-1.9%,30-dozen cases in thousands
02/12/2024,6-Area,Extra Large,131,12.8%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Extra Large,4.2,-1.1%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Medium,25.3,4.1%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Medium,16,-2.9%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Medium,16.1,6.5%,30-dozen cases in thousands
02/12/2024,6-Area,Large,604.5,2.3%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Large,51.8,17.5%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Large,55.8,-22.2%,30-dozen cases in thousands
02/12/2024,Southeast (SE),Small,0.6,107.0%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Small,8.1,7.0%,30-dozen cases in thousands
02/12/2024,6-Area,Medium,117.1,-2.0%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Medium,16.1,-4.2%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Medium,19.3,-24.2%,30-dozen cases in thousands
02/12/2024,South Central (SC),Medium,24.2,14.9%,30-dozen cases in thousands
02/12/2024,Northeast (NE),Ungraded,7.1,-9.1%,30-dozen cases in thousands
02/12/2024,6-Area,Small,13.8,-3.3%,30-dozen cases in thousands
02/12/2024,South Central (SC),Misc,17.6,10.0%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Misc,4.4,4.1%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
02/12/2024,Southeast (SE),Ungraded,34,-5.2%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Ungraded,172,2.2%,30-dozen cases in thousands
02/12/2024,South Central (SC),Ungraded,19.7,11.0%,30-dozen cases in thousands
02/12/2024,Southwest (SW),Ungraded,12.5,-13.3%,30-dozen cases in thousands
02/12/2024,Northwest (NW),Ungraded,1.2,-0.6%,30-dozen cases in thousands
02/12/2024,6-Area,Ungraded,246.5,0.6%,30-dozen cases in thousands
02/12/2024,Midwest (MW),Small,2.6,32.3%,30-dozen cases in thousands
02/12/2024,South Central (SC),Small,1,23.8%,30-dozen cases in thousands
